Age,Height
48,68
59,65
27,61
47,67
64,72
35,65
31,61
23,65
37,70
43,69
46,64
28,65
25,65
38,71
25,62
36,65
50,70
47,69
31,64
34,68
52,63
45,68
38,70
47,61
28,66
37,68
64,60
33,72
33,69
25,70
42,67
41,65
57,61
47,67
35,65
37,65
53,68
45,71
47,63
67,71
60,67
23,69
36,67
33,65
58,67
42,64
29,70
59,75
35,61
24,65
31,63
23,66
47,60
25,67
32,70
32,64
48,71
59,68
42,69
23,66
35,66
37,68
32,65
37,65
43,64
20,63
47,64
22,67
36,63
38,68
41,62
50,63
70,69
23,60
27,64
52,64
39,67
33,67
20,63
46,67
34,70
69,68
48,62
39,57
17,65
45,72
47,75
37,64
34,59
35,70
20,61
38,67
51,77
39,62
36,64
46,63
35,67
33,65
36,64
64,70
35,70
38,65
28,67
36,66
39,71
36,61
32,64
37,67
47,74
33,61
41,60
51,66
45,66
18,63
15,71
29,65
37,67
34,68
26,59
24,60
54,60
25,62
66,63
51,64
21,74
31,67
57,65
48,61
48,64
30,75
41,68
33,70
40,61
32,66
37,74
42,62
40,62
53,71
30,65
40,67
38,59
62,68
64,68
30,65
18,62
35,67
26,64
24,65
60,66
24,66
22,68
29,62
48,71
41,74
54,68
26,64
43,70
29,65
49,66
27,68
54,71
41,67
38,61
51,65
42,70
23,74
46,62
52,69
36,64
43,62
29,61
64,72
40,65
35,68
34,69
24,61
37,66
36,65
48,65
51,68
42,66
45,64
31,66
36,58
31,62
46,63
31,66
57,65
35,60
33,64
55,61
42,69
55,73
43,71
37,63
38,68
50,67
53,68
41,67
25,60
47,66
38,65
44,61
42,66
35,70
45,64
22,63
34,68
50,66
28,66
35,67
56,66
33,68
59,75
32,65
24,69
40,66
24,68
27,66
38,73
37,64
30,69
50,72
53,69
33,70
20,64
33,67
41,62
55,66
40,62
32,73
49,70
21,69
27,62
45,67
40,67
53,73
31,63
43,70
45,66
25,68
56,70
23,62
50,73
39,72
46,68
50,62
23,60
35,65
32,54
35,65
62,69
44,66
42,63
45,60
41,65
34,68
30,65
41,66
21,64
64,71
54,71
39,63
37,67
41,71
33,64
44,71
61,63
54,64
37,71
29,58
31,63
43,69
43,68
33,69
50,68
46,69
35,70
45,66
37,65
38,67
41,68
55,68
26,74
38,64
48,60
55,69
31,69
29,68
40,57
27,65
27,62
27,63
36,66
52,60
44,70
66,76
29,66
58,68
45,67
19,66
29,66
43,61
41,61
37,70
46,65
52,65
65,75
39,63
46,73
33,70
50,63
42,61
59,65
53,60
43,67
37,70
43,63
31,70
29,70
49,72
41,75
34,68
33,68
40,69
31,61
49,66
31,64
48,64
30,70
57,68
37,65
57,63
41,73
41,66
40,69
45,68
48,61
57,61
37,67
60,69
32,61
48,65
31,73
42,80
39,62
47,62
27,65
50,68
30,67
50,66
45,65
30,64
34,66
52,64
47,69
64,66
49,70
29,65
34,67
38,70
43,70
29,64
37,60
33,65
36,65
57,65
49,74
34,63
36,70
48,69
60,62
45,66
63,69
42,64
34,72
40,73
28,67
44,65
52,72
44,65
69,69
62,70
51,65
40,67
34,62
48,61
34,71
37,64
17,61
38,61
68,64
45,70
46,67
53,64
37,70
44,71
37,64
42,62
62,67
34,65
55,60
27,62
48,64
45,68
58,62
26,62
40,63
62,70
44,64
51,68
61,63
60,75
41,67
34,66
25,70
32,68
38,68
33,66
28,69
28,60
48,67
35,64
51,65
37,69
27,65
21,69
29,67
57,69
19,68
43,67
54,69
36,63
41,67
35,70
34,68
37,66
23,67
46,67
36,65
41,62
38,69
34,63
43,61
30,71
53,60
61,61
60,72
50,64
44,68
41,62
54,72
53,67
54,68
61,66
41,63
53,72
26,62
37,69
33,65
26,66
56,65
66,70
52,65
33,60
33,63
46,67
28,69
39,62
46,66
50,76
65,71
18,66
22,75
47,58
34,63
44,66
30,65
49,70
25,61
38,71
49,59
24,73
38,71
54,71
23,68
20,61
51,74
53,69
27,65
33,67
33,70
55,69
42,61
24,67
42,62
27,60
43,64
45,68
43,65
26,68
35,70
49,66
28,68
45,65
54,64
26,65
35,65
49,62
45,67
47,60
55,67
34,65
32,66
40,64
31,67
41,68
44,66
61,59
32,69
42,62
28,67
31,65
62,69
45,68
16,65
45,70
51,70
31,73
33,64
44,65
36,64
50,63
41,64
30,72
33,71
28,76
22,64
27,70
40,63
49,62
58,64
31,63
39,70
44,68
47,61
33,67
36,67
34,59
36,65
34,61
43,59
36,67
30,67
33,67
43,67
33,68
31,60
51,66
42,67
46,75
48,67
51,68
40,69
48,70
49,64
29,69
44,68
21,68
42,70
45,67
48,69
35,63
44,64
34,63
19,68
58,64
34,66
53,65
39,57
40,64
55,71
42,75
35,64
28,65
49,65
24,73
28,65
48,73
55,68
36,64
67,69
53,67
36,72
44,63
70,63
29,71
24,65
44,59
55,68
29,63
39,63
34,76
53,64
48,67
46,63
65,64
24,67
46,67
25,67
65,70
46,65
49,70
56,67
36,67
41,62
29,64
32,69
47,59
35,69
31,62
27,66
47,67
26,63
42,57
26,66
52,66
16,67
55,62
25,69
29,67
23,64
56,65
43,67
38,60
32,63
39,58
33,69
46,68
37,67
50,67
40,56
52,63
34,65
56,63
47,63
54,67
62,75
32,66
42,61
27,69
45,67
22,65
45,65
25,59
27,65
36,64
45,70
21,64
30,71
62,68
51,65
27,63
52,67
34,71
51,65
25,74
49,66
31,71
56,62
38,63
35,64
50,62
40,61
44,66
43,63
33,67
58,69
46,66
39,70
34,65
40,68
57,69
23,69
54,63
47,65
40,70
36,63
40,66
32,70
34,69
26,73
42,68
28,67
43,64
60,67
44,66
47,65
52,65
51,66
51,66
32,68
39,66
58,65
33,68
60,71
47,65
64,70
52,66
17,65
36,70
35,71
27,64
44,67
38,64
52,65
49,65
41,61
38,68
30,66
16,65
39,64
55,70
46,63
32,69
50,70
25,73
48,67
44,76
36,62
35,65
32,64
32,66
47,68
27,71
41,64
30,64
29,71
33,68
30,69
39,62
19,64
41,65
40,62
58,72
39,64
53,75
33,62
41,71
32,66
34,69
44,62
44,63
28,72
36,60
39,67
27,63
60,75
38,59
60,68
22,63
35,73
45,63
46,68
40,65
48,64
44,62
64,67
44,66
21,68
40,65
38,64
60,68
38,70
56,71
48,65
40,61
58,80
57,66
64,64
35,64
30,70
39,67
28,71
13,62
43,68
44,65
49,71
46,65
39,69
45,67
60,68
43,65
37,63
34,70
42,67
37,63
42,70
53,62
66,67
47,61
46,59
40,66
36,67
65,65
59,64
36,62
30,72
33,68
67,71
37,72
45,65
34,70
51,70
41,67
39,69
41,73
44,62
32,67
34,77
29,63
35,63
55,62
38,70
45,67
44,66
25,71
60,66
41,67
44,66
47,65
38,70
33,68
47,71
62,70
61,61
37,61
38,60
29,66
24,62
50,67
20,65
64,66
52,69
50,68
54,69
34,66
37,66
40,60
42,66
66,69
42,63
32,71
40,62
33,64
30,64
38,58
36,66
32,69
55,63
56,75
37,68
43,63
37,65
45,65
45,68
43,67
29,62
39,61
18,60
37,64
58,68
66,68
43,67
61,64
31,67
21,63
46,67
40,67
62,67
55,61
27,75
51,70
36,70
63,73
26,54
47,64
47,57
24,72
54,68
32,63
42,68
49,65
42,60
29,65
55,63
54,60
44,66
42,61
36,63
38,65
21,62
42,65
31,65
40,69
56,72
50,66
55,69
67,68
60,72
32,63
44,67
39,65
33,68
30,71
30,66
37,64
31,67
46,62
43,69
36,64
29,64
38,65
28,64
56,71
50,67
31,70
49,65
29,67
28,62
33,67
29,67
44,65
48,64
37,68
31,69
35,63
35,64
35,61
50,62
49,71
46,63
46,62
32,68
60,69
32,66
31,68
34,69
36,66
26,71
34,70
31,65
26,66
37,56
28,62
43,59
37,67
29,66
38,69
40,64
36,72
45,68
41,63
39,66
23,63
54,67
40,71
40,64
57,66
43,67
27,65
28,69
55,69
34,67
17,69
30,72
30,66
47,64
52,61
35,68
40,67
45,64
60,76
47,68
30,63
34,60
36,57
38,68
33,68
37,66
35,66
46,64
37,62
65,67
41,74
29,63
35,60
40,66
46,65
32,66
31,75
23,63
37,67
20,68
14,64
31,66
40,68
34,68
40,68
26,73
30,69
55,69
47,61
37,60
45,64
32,67
43,73
59,60
58,67
31,63
47,68
33,67
36,66
35,66
58,67
64,58
23,68
33,64
33,70
41,68
64,70
33,60
50,69
36,70
32,67
34,58
48,69
56,67
60,68
27,65
35,63
34,64
54,65
52,59
40,70
50,73
49,70
32,63
40,63
58,62
55,69
22,66
31,70
34,69
37,61
66,70
35,68
52,62
35,68
42,66
28,75
36,64
30,68
44,63
56,69
23,67
60,78
31,59
33,66
34,61
32,64
49,59
31,65
29,63
30,64
33,61
47,65
49,69
30,66
37,66
34,67
30,66
33,70
32,65
41,63
30,65
58,65
22,66
48,61
36,64
35,62
31,71
29,67
54,66
33,68
37,72
59,70
53,67
23,66
44,64
53,69
48,68
36,64
34,65
29,68
51,65
44,65
35,66
53,65
45,61
38,71
54,74
47,68
36,68
38,72
32,68
25,65
63,55
41,66
42,62
45,67
42,66
36,63
51,65
41,64
48,69
54,65
50,71
57,65
43,70
22,64
56,66
44,68
40,68
30,67
35,65
50,71
22,63
34,67
35,65
28,64
38,65
39,68
51,67
62,73
31,77
27,62
34,64
30,63
18,72
60,61
59,66
65,72
55,65
29,63
60,66
61,67
40,66
44,62
49,64
28,70
41,64
38,65
42,66
25,63
62,63
40,71
29,68
39,65
28,69
59,72
27,65
32,65
49,67
48,71
60,69
36,62
34,69
31,70
37,67
44,65
64,71
53,58
37,64
39,67
50,62
38,61
26,70
33,69
42,71
45,72
59,70
57,71
39,65
33,70
35,66
54,66
38,65
46,65
36,64
25,65
34,70
28,63
40,70
31,65
37,67
54,71
47,66
47,66
40,69
34,60
31,61
54,66
27,66
55,72
30,73
46,68
50,67
33,65
49,66
43,72
36,67
47,66
43,65
28,64
55,69
28,74
60,66
25,60
30,66
60,62
44,72
45,68
46,64
53,64
39,63
26,69
53,71
46,70
37,65
33,63
55,66
29,60
28,72
33,64
33,72
38,63
45,73
26,66
64,69
40,65
34,68
47,69
30,63
45,66
32,70
32,69
27,65
47,67
48,66
31,66
38,59
54,66
61,61
37,67
31,68
44,65
39,65
54,59
52,61
33,70
46,71
45,60
32,72
36,67
29,60
39,70
37,61
30,68
27,66
42,64
32,67
61,71
39,66
24,62
46,73
53,64
42,70
27,66
33,72
33,64
27,71
34,69
49,72
54,71
29,63
59,73
30,59
61,68
65,69
22,72
36,67
44,68
45,58
39,65
44,62
32,62
57,68
30,69
36,66
25,65
42,70
63,65
50,69
41,68
53,69
33,66
26,58
33,65
30,71
34,70
25,67
65,59
37,68
34,74
37,67
41,66
36,71
41,66
27,63
39,66
39,67
55,67
38,68
27,62
60,67
47,73
32,63
32,67
30,67
33,70
66,66
51,67
38,59
41,71
40,62
41,68
36,62
45,67
58,69
49,74
66,71
65,69
33,67
37,67
40,68
44,69
35,66
36,61
42,62
44,67
27,65
29,65
40,62
49,66
33,65
41,70
37,59
42,64
32,68
45,67
32,66
43,62
29,63
56,75
50,74
33,71
34,73
32,70
49,62
32,63
38,63
41,60
26,71
33,64
41,64
34,72
27,65
38,67
33,65
49,67
35,67
34,68
40,64
43,69
48,62
26,74
38,69
38,68
37,67
41,62
32,71
52,67
37,73
55,67
54,65
39,58
30,73
32,66
34,64
28,65
69,71
36,69
43,73
48,68
34,64
28,64
46,68
45,69
39,65
45,65
44,70
61,72
38,71
35,66
30,71
49,65
46,65
23,71
36,71
32,60
61,69
23,67
53,66
54,65
57,70
41,76
19,69
41,72
64,73
47,71
42,69
32,68
21,67
32,67
38,73
27,66
33,61
50,65
40,63
47,59
43,69
27,66
32,64
53,64
43,74
35,69
42,69
40,69
52,66
38,64
50,59
46,67
37,63
33,63
36,67
47,66
42,66
32,71
42,63
57,70
55,68
34,62
45,64
59,68
40,63
32,59
50,62
40,66
23,64
31,59
29,63
68,68
30,70
50,68
48,67
48,66
24,65
31,65
31,68
33,66
34,68
31,62
59,76
52,67
30,63
31,68
48,66
47,70
37,67
36,67
38,66
38,62
45,60
29,69
29,64
31,74
37,64
54,61
45,66
48,67
36,68
44,70
48,76
39,67
28,60
61,62
39,68
48,68
41,68
25,69
30,65
28,67
50,65
43,65
34,75
38,62
40,57
43,65
53,69
34,68
30,67
33,69
33,65
36,67
41,70
37,59
52,67
59,63
52,72
53,68
30,70
46,66
46,60
25,67
27,66
19,65
35,70
52,69
61,70
61,66
34,61
46,66
59,60
68,64
47,68
38,67
58,59
45,69
59,71
30,67
54,75
25,70
43,66
30,71
64,66
56,71
40,66
42,71
31,58
56,65
50,61
42,64
34,71
38,64
27,68
50,69
27,70
62,68
31,57
41,61
28,66
29,64
49,66
31,66
22,71
54,60
61,64
53,70
31,62
47,65
47,63
43,69
25,68
39,70
36,63
43,66
59,68
38,61
34,68
37,65
35,69
34,72
49,75
26,70
61,64
68,64
33,60
30,69
44,60
53,70
39,69
31,68
33,66
41,70
43,66
41,63
50,63
49,62
24,60
35,66
27,63
52,65
31,70
47,68
52,65
34,62
27,64
42,73
31,63
46,68
67,62
26,65
38,72
32,64
31,63
35,65
63,68
25,68
65,61
47,62
44,64
33,65
55,66
26,65
39,67
52,67
25,61
48,66
42,73
30,65
52,73
38,70
32,60
58,58
54,64
32,66
59,70
19,69
42,65
56,67
40,65
34,67
41,69
40,64
39,63
38,67
28,68
32,62
23,62
49,65
34,62
46,68
53,70
55,68
46,66
24,65
46,63
39,67
43,67
32,66
47,68
31,63
33,66
62,75
38,77
40,65
52,61
29,67
23,64
34,58
22,65
42,73
32,67
33,62
41,69
48,58
53,72
47,64
35,68
30,73
33,65
27,62
55,73
30,69
32,63
35,58
35,68
51,68
39,69
21,65
64,69
43,71
29,65
49,61
31,66
27,67
29,70
21,61
29,68
29,73
50,64
45,64
26,66
32,69
27,67
38,67
42,73
49,67
40,72
27,64
36,58
46,68
65,63
32,64
43,73
35,65
38,62
31,69
38,68
16,63
55,63
37,66
45,67
41,64
52,66
45,68
36,66
31,66
42,64
53,67
37,70
30,62
34,68
38,66
34,73
59,60
29,65
22,67
35,64
23,63
62,68
31,63
22,69
34,66
52,65
41,63
31,65
33,66
43,68
21,64
64,68
37,72
45,67
29,65
33,62
40,57
38,64
39,65
46,65
36,72
28,70
33,67
64,67
20,75
54,65
37,69
51,73
47,74
27,62
40,70
39,63
35,67
48,68
52,67
42,56
31,63
39,65
43,66
34,76
39,68
62,73
51,65
39,73
42,69
43,63
33,62
37,71
58,69
27,64
66,71
26,63
30,65
47,66
35,65
27,64
56,63
41,71
33,69
33,68
41,64
49,65
28,64
39,69
29,66
37,67
26,60
33,62
43,61
60,69
37,64
28,65
56,65
31,67
30,66
31,59
32,67
39,63
48,65
39,68
56,75
59,60
62,64
47,68
31,73
42,66
25,66
35,57
25,69
24,71
41,67
64,67
41,75
40,63
32,60
46,74
35,66
53,64
40,68
31,65
37,69
58,70
31,67
47,69
44,70
40,65
39,70
38,69
30,69
57,66
23,67
45,78
50,72
49,66
34,71
32,66
41,63
33,66
37,67
26,65
45,70
22,65
55,67
41,69
29,61
31,65
43,66
40,61
34,63
43,67
55,65
36,70
25,60
37,63
36,62
47,71
49,61
54,66
34,67
36,69
42,59
32,67
38,70
30,62
37,75
34,62
52,63
45,69
37,65
48,69
35,66
46,70
38,69
42,69
29,62
46,65
60,69
28,66
41,66
64,74
47,65
27,61
55,60
60,70
59,65
34,69
30,66
24,65
41,70
48,67
44,62
17,68
66,71
48,63
40,63
36,68
35,70
26,68
35,69
51,72
25,70
43,61
27,56
32,59
28,65
66,69
38,68
66,68
42,67
24,65
66,77
40,67
29,70
24,62
35,72
43,65
62,66
51,62
36,65
32,70
32,62
31,62
41,67
45,66
42,66
37,64
39,70
28,65
23,66
37,62
58,69
48,67
42,73
49,69
44,69
47,63
50,67
41,65
30,67
30,68
42,65
41,67
54,62
35,65
43,65
25,65
36,65
52,65
36,60
31,61
48,65
44,68
14,70
55,67
42,68
45,62
28,64
45,70
44,60
38,66
43,71
29,69
49,69
41,63
41,63
21,64
18,65
37,71
55,62
39,68
46,65
31,73
36,73
46,70
46,66
38,69
38,66
31,68
42,63
27,64
39,65
28,75
38,67
34,70
56,69
37,70
48,73
68,69
33,71
42,63
47,65
34,63
47,72
42,68
41,65
33,61
35,66
32,73
58,66
37,68
48,66
36,68
33,68
51,71
47,73
35,65
33,62
29,69
31,65
46,65
45,66
49,63
27,69
65,66
31,69
41,66
36,59
37,68
40,67
28,62
50,59
35,64
56,64
38,62
41,60
47,76
28,66
46,64
27,67
58,70
55,71
43,70
43,67
37,69
37,64
33,63
31,73
25,71
48,66
61,65
27,62
64,66
46,68
35,64
48,72
48,73
27,68
47,67
33,67
45,72
19,68
41,67
51,66
32,68
43,63
53,71
39,70
45,68
47,66
26,60
39,64
59,73
51,68
25,65
28,66
26,63
44,64
41,62
47,71
26,70
22,63
59,69
30,69
32,66
44,66
56,74
59,74
31,68
31,72
36,67
22,69
30,65
34,65
46,63
42,68
31,73
48,60
33,63
57,61
48,66
39,67
37,61
32,66
40,65
40,65
30,64
28,64
30,69
50,67
61,74
48,66
33,68
33,70
54,67
38,72
40,66
46,60
33,62
29,64
36,64
49,60
26,62
35,69
35,69
45,65
37,67
45,63
49,67
28,67
28,65
47,66
36,58
39,65
38,60
31,68
51,70
49,68
47,66
36,63
38,63
41,63
34,67
41,65
50,66
31,65
43,69
37,67
42,70
48,72
48,66
44,70
23,67
32,73
49,70
32,64
45,65
49,60
56,70
47,73
53,64
44,73
45,65
50,69
32,64
27,63
33,69
39,66
47,62
22,63
33,64
49,71
34,68
42,72
51,72
23,73
31,67
30,64
41,68
30,63
16,63
30,62
37,65
35,64
39,61
25,67
24,70
51,67
40,69
44,60
37,63
55,70
29,64
40,64
42,66
34,64
42,67
30,67
22,72
53,66
41,65
35,63
22,62
23,65
64,69
37,67
65,72
34,72
37,69
40,62
26,68
34,65
42,63
48,62
28,64
33,72
40,67
36,70
43,64
43,68
30,66
39,65
42,67
30,63
51,70
39,71
26,68
39,71
42,65
41,66
21,67
29,67
29,63
26,64
35,58
39,70
47,59
65,65
27,62
41,65
46,63
43,62
34,63
35,67
60,68
30,75
42,63
35,68
38,76
41,71
40,71
33,70
55,73
23,65
60,70
32,68
26,73
50,65
42,68
45,64
26,69
48,69
62,66
34,63
39,67
33,65
23,62
45,60
49,68
29,69
30,73
67,65
44,64
60,70
60,73
50,73
33,66
59,69
47,65
46,65
31,65
36,61
47,73
39,70
39,65
58,81
33,61
28,67
40,73
42,59
64,68
36,65
58,66
35,67
48,70
46,67
37,70
28,65
42,63
42,63
32,66
39,64
29,62
28,69
42,67
47,59
35,64
21,60
34,64
37,69
29,63
30,67
42,67
46,65
30,70
32,73
46,70
24,62
51,62
25,67
23,73
68,65
45,66
41,68
28,63
31,73
61,70
43,66
35,72
18,73
59,70
42,59
41,71
43,71
34,62
32,65
30,71
52,72
26,71
49,62
23,64
35,63
63,69
31,56
41,65
37,64
52,72
46,64
43,64
33,64
47,71
34,68
25,67
39,66
52,62
32,66
30,64
49,65
41,66
43,64
34,62
35,66
32,64
46,66
58,63
57,64
27,65
36,68
62,65
32,60
24,65
34,69
36,60
37,70
65,76
33,65
30,60
52,66
28,67
28,60
50,60
47,71
25,69
43,59
52,70
33,66
34,69
50,65
34,66
46,68
60,68
41,67
36,64
36,73
35,69
35,60
42,66
20,69
48,67
37,65
29,67
35,70
34,64
66,67
27,62
42,74
51,62
54,67
39,62
61,73
53,64
31,66
51,64
31,60
44,54
41,63
27,71
34,70
60,69
28,70
41,69
43,67
34,66
33,67
36,65
34,64
35,77
31,65
41,69
42,65
42,65
42,65
29,65
43,65
45,61
25,67
53,67
42,65
36,61
41,71
58,64
32,68
45,61
47,62
32,64
37,64
44,63
47,64
60,70
31,70
34,72
49,64
45,68
37,66
47,68
60,64
40,71
37,67
39,57
61,71
36,63
51,67
33,67
47,73
45,68
38,65
26,69
35,65
35,65
59,69
65,66
42,61
33,65
65,65
27,64
47,65
29,63
56,61
35,66
37,63
40,71
49,66
54,61
51,67
28,67
34,67
64,65
45,70
38,59
30,71
34,66
46,63
23,65
51,65
38,70
49,62
49,63
58,68
44,70
35,71
63,69
25,68
35,65
56,66
31,65
41,61
34,76
38,70
51,67
27,72
28,67
49,69
44,65
30,72
35,67
33,60
52,73
28,68
39,70
30,71
35,67
47,68
66,56
34,63
33,64
38,68
36,69
44,65
27,67
56,65
22,64
64,67
43,67
69,65
50,63
22,61
31,71
33,71
33,68
33,63
44,69
33,64
26,66
40,62
36,68
27,62
49,67
33,65
31,63
28,70
47,61
30,62
30,62
36,67
23,74
43,67
34,68
31,68
27,63
47,60
40,60
34,74
37,63
29,67
46,65
47,64
39,60
33,63
45,74
56,75
37,65
41,66
48,73
59,64
31,61
33,60
32,64
30,68
39,66
40,67
36,68
19,64
19,61
27,64
39,63
47,64
32,68
44,67
32,66
58,57
68,64
30,66
39,72
34,61
61,66
43,71
32,64
35,72
19,66
51,61
37,72
31,70
21,65
50,70
38,68
38,69
42,63
43,67
37,58
46,60
63,62
42,67
30,67
30,68
47,65
36,64
41,69
37,68
42,69
29,64
46,67
27,63
21,66
32,64
33,68
37,62
46,69
57,70
49,70
40,62
38,67
56,64
42,70
45,67
47,68
23,63
44,70
33,64
52,67
53,70
36,71
38,65
48,63
33,65
36,65
55,65
40,71
35,70
36,68
36,66
26,66
39,66
34,72
62,75
48,66
42,65
45,67
46,74
64,63
34,64
59,69
34,63
60,76
32,64
26,64
43,65
18,69
30,67
47,68
44,68
27,64
27,63
43,71
48,61
62,65
33,70
52,71
57,67
64,72
53,67
41,71
38,57
60,58
32,74
34,62
47,65
32,66
26,65
32,61
42,68
46,67
60,64
42,55
39,60
43,62
32,68
46,66
37,61
37,63
53,74
43,64
25,66
42,60
22,69
34,67
44,74
56,72
42,67
42,63
44,69
61,70
26,68
29,63
41,59
25,64
42,69
37,65
36,66
43,64
36,70
48,65
52,64
43,74
53,67
42,62
30,76
65,69
40,67
47,66
59,69
40,64
45,66
46,60
50,65
33,68
45,67
48,72
30,73
36,66
55,65
33,67
35,65
34,64
35,68
37,69
33,66
24,59
33,65
33,70
54,63
44,62
31,67
62,71
37,65
30,67
30,68
40,64
37,64
42,62
30,62
40,58
55,69
35,66
58,64
38,69
43,66
64,70
31,66
41,64
62,70
42,71
52,66
25,64
39,69
53,64
26,59
33,63
24,68
23,64
55,63
53,63
25,74
39,70
51,64
49,71
48,66
37,65
43,71
27,61
45,70
42,63
46,63
30,69
30,65
39,60
47,65
40,64
55,62
39,61
40,66
46,65
33,66
36,68
41,76
40,69
56,68
45,72
32,64
36,65
43,66
67,68
52,70
44,67
37,65
31,68
38,69
45,69
57,59
37,59
38,67
38,69
27,68
36,61
41,73
35,63
42,64
39,60
31,66
29,71
41,68
27,66
57,71
28,61
33,72
32,60
48,73
38,66
46,63
25,71
46,73
38,64
45,61
34,63
35,65
34,65
32,68
35,64
35,60
44,72
45,66
31,70
37,68
25,65
55,67
43,68
34,62
43,63
30,65
34,80
23,59
24,70
29,66
46,67
60,70
55,68
45,62
35,70
53,58
26,69
35,66
33,61
39,67
45,68
36,62
25,66
62,68
41,67
49,65
35,63
34,68
46,69
48,68
26,59
46,61
43,71
33,70
52,68
42,64
21,69
37,64
35,67
41,65
44,62
45,66
41,65
45,65
65,64
27,63
45,63
43,70
37,65
34,73
40,68
49,68
64,70
62,66
40,69
40,66
29,67
31,67
55,69
36,63
38,70
45,62
29,62
33,71
29,64
43,62
57,62
36,64
37,63
37,71
46,71
63,70
45,64
36,70
31,65
30,58
31,67
48,62
35,69
36,64
32,64
47,67
49,71
26,65
35,62
43,67
42,65
51,62
50,65
30,69
41,67
29,68
28,66
25,69
58,66
29,65
23,64
32,63
43,68
22,63
31,76
49,66
44,67
31,70
21,61
33,60
23,63
41,65
30,71
49,62
66,61
40,69
41,65
35,70
37,65
50,64
28,68
41,63
41,59
46,65
53,72
17,70
36,66
44,67
32,66
28,71
33,65
23,68
34,63
36,54
38,64
36,66
48,63
34,61
29,60
40,70
26,71
46,64
32,63
24,69
42,71
42,62
35,65
58,61
39,74
30,69
39,65
41,68
20,61
20,65
37,74
46,67
25,70
40,66
26,63
52,66
33,71
37,74
27,69
25,67
31,65
40,68
27,69
39,66
54,62
42,63
30,66
32,64
32,69
49,69
36,65
45,59
52,65
30,63
56,68
38,65
58,63
37,68
27,66
42,63
32,74
38,72
34,67
37,68
31,68
63,57
45,65
32,59
25,68
24,64
47,63
40,65
22,66
36,66
36,63
53,68
20,66
31,58
39,66
58,69
48,65
37,72
44,68
33,69
36,69
25,70
47,67
37,68
37,70
27,58
57,64
27,64
31,66
39,71
39,71
31,68
42,73
44,63
36,65
49,67
55,69
40,66
24,65
41,67
31,66
55,74
44,65
35,63
60,67
44,71
32,68
42,66
53,67
34,60
45,56
28,66
43,63
43,64
30,73
36,65
38,64
49,66
39,67
37,67
47,67
25,64
31,63
39,71
35,66
49,71
44,64
41,71
42,65
40,76
51,64
40,72
45,58
52,71
47,66
67,71
40,62
32,58
28,67
24,67
30,67
22,64
42,62
35,70
33,66
32,61
49,63
38,69
50,75
47,68
61,70
27,66
28,67
48,67
24,64
54,72
58,66
40,63
36,64
40,67
38,67
25,64
42,71
33,64
40,70
39,69
36,65
20,64
22,71
41,68
38,62
44,65
61,72
59,70
28,64
38,67
32,66
32,61
43,67
30,65
28,63
52,61
30,67
30,67
44,76
42,68
50,71
41,72
36,63
36,65
30,68
31,67
35,68
48,70
42,66
60,63
41,63
41,65
62,69
23,67
37,67
41,65
40,67
43,64
26,69
48,71
28,69
32,61
32,63
32,71
32,65
56,64
50,63
41,70
38,66
41,65
44,71
60,67
28,74
47,64
34,70
62,63
47,69
55,68
33,68
54,69
31,73
44,62
44,68
61,65
31,67
60,69
51,72
38,67
27,63
33,71
34,65
22,63
44,64
36,66
40,67
28,63
62,71
42,61
30,65
34,63
56,64
56,62
35,71
24,66
31,61
43,70
32,61
41,71
39,59
48,69
49,60
34,68
28,64
52,59
56,66
42,65
34,66
38,65
49,71
46,63
38,64
34,68
40,68
32,53
46,65
38,61
54,64
40,68
55,67
38,64
24,74
58,84
52,58
16,62
47,65
37,63
36,74
45,63
34,64
43,70
28,63
42,60
29,69
29,66
67,68
39,62
40,74
38,57
30,64
29,60
58,73
67,62
46,69
35,71
55,64
20,67
66,68
21,60
42,69
38,63
31,75
41,68
42,70
45,65
41,66
30,67
36,65
50,59
34,67
51,58
42,65
35,63
50,60
25,58
59,66
51,67
47,67
52,62
32,69
33,56
58,69
54,70
38,64
36,64
56,70
37,69
29,66
30,64
33,76
44,67
62,68
43,60
37,69
35,72
46,72
30,64
44,68
33,74
40,68
45,65
37,73
40,71
28,63
42,59
21,68
36,70
23,59
34,66
49,66
30,63
58,61
22,63
27,71
34,62
33,73
36,72
40,57
42,67
26,66
32,67
45,72
59,67
44,56
36,64
37,62
30,63
45,68
40,74
41,63
42,63
53,66
39,68
29,71
43,65
31,63
41,68
35,68
42,63
33,68
27,64
34,69
49,71
51,66
43,64
45,74
55,59
38,64
46,68
26,67
31,69
54,69
53,69
52,64
60,68
36,65
48,69
32,64
48,70
37,67
57,72
39,61
38,67
51,61
28,61
40,67
42,67
60,63
31,63
19,63
39,62
40,63
24,66
30,67
35,61
53,76
38,64
29,67
16,65
40,74
34,77
68,64
50,62
30,61
44,71
35,66
30,61
29,71
35,60
45,63
29,65
32,72
42,65
37,68
43,69
51,66
35,67
31,69
34,69
40,68
62,68
42,69
37,61
51,72
45,64
59,73
64,69
41,64
29,72
41,68
39,70
59,69
38,61
25,69
37,64
37,71
17,68
47,64
48,74
54,65
54,70
25,65
42,61
47,62
39,62
19,67
24,64
60,63
47,68
35,63
32,66
33,68
35,68
25,65
34,66
32,65
40,63
42,69
42,66
26,66
44,65
18,62
30,59
38,61
31,64
33,71
29,67
62,68
